,Country1,Occupation,Birth year,lifespan
2859,Norway,businessperson,1937,71
2860,United States,novelist,1915,73
2861,United States,artist,1913,84
2862,Paraguay,athlete,1966,51
2863,United Kingdom,hurdler,1906,25
2864,United States,artist,1915,55
2865,United States,artist,1907,53
2866,United States,artist,1857,72
2867,Australia,artist,1857,72
2868,Poland,artist,1876,66
2869,United States,athlete,1961,43
2870,United States,athlete,1912,75
2871,South Africa,military personnel,1874,79
2872,Austria,artist,1949,65
2873,United States,athlete,1928,71
2874,France,artist,1900,76
2875,Italy,athlete,1966,43
2876,Netherlands,researcher,1946,68
2877,United Kingdom,athlete,1886,44
2878,United States,politician,1922,94
2879,Japan,mountaineer,1939,77
2879,Japan,explorer,1939,77
2880,United Kingdom,researcher,1905,50
2881,United States,lawyer,1941,50
2882,United Kingdom,artist,1786,53
2883,United States,athlete,1944,63
2884,United States,artist,1937,58
2885,United States,artist,1927,89
2886,United States,teacher,1863,67
2887,United States,artist,1927,67
2888,United States,artist,1936,82
2889,South Africa,novelist,1933,79
2890,Argentina,artist,1913,48
2891,United States,choreographer,1944,71
2891,United States,dancer,1944,71
2892,United Kingdom,artist,1928,62
2893,Cambodia,religious figure,1937,40
2894,United States,athlete,1964,55
2895,United States,journalist,1924,85
2896,Japan,jockey,1950,58
2897,Finland,politician,1945,60
2898,Italy,athlete,1953,24
2899,United States,weightlifter,1932,62
2899,United States,powerlifter,1932,62
2900,United Kingdom,artist,1932,78
2901,Poland,flying ace,1914,26
2902,France,artist,1889,92
2903,France,journalist,1815,30
2904,Japan,artist,1920,95
2905,United States,artist,1887,82
2906,China,politician,250,41
2907,Honduras,politician,1938,51
2908,United States,artist,1887,80
2909,United States,artist,1947,63
2910,Brazil,artist,1857,97
2911,Mexico,artist,1923,90
2912,Poland,researcher,1940,70
2913,United States,artist,1917,70
2914,Austria,artist,1934,74
2915,United States,engineer,1860,51
2916,United States,athlete,1876,63
2917,El Salvador,human rights activist,1939,68
2918,United States,artist,1924,60
2919,France,artist,1910,73
2920,Germany,engineer,1878,61
2921,United States,artist,1917,70
2922,United States,politician,1939,69
2923,Uruguay,artist,1922,92
2924,Russian Federation,artist,1915,83
2925,United Kingdom,politician,1957,59
2926,Japan,artist,1923,77
2927,United States,politician,1933,80
2928,Australia,psychologist,1953,60
2928,Australia,sound designer,1953,60
2929,Germany,artist,1858,67
2930,United States,artist,1922,83
2931,China,athlete,1948,67
2932,Finland,artist,1964,41
2933,Mexico,artist,1926,89
2934,United Kingdom,novelist,1893,70
2934,United Kingdom,spy,1893,70
2935,United States,journalist,1938,78
2936,United States,artist,1949,68
2937,United States,politician,1913,92
2938,Czech Republic,religious figure,1905,69
2939,Egypt,artist,1923,73
2940,United States,researcher,1944,58
2941,United States,artist,1913,66
2942,Austria,artist,1913,66
2943,United States,researcher,1951,61
2944,United States,politician,1704,54
2945,Spain,religious figure,1841,61
2946,United States,athlete,1914,87
2947,Switzerland,athlete,1925,39
2948,United States,lawyer,1838,72
2949,Japan,internist,1859,58
2950,United States,journalist,1922,71
2951,Ukraine,athlete,1959,51
2952,United States,artist,1961,43
2953,United States,television director,1933,82
2954,Spain,politician,1936,62
2955,Czech Republic,artist,1925,86
2956,Spain,politician,1445,85
2957,United States,artist,1970,43
2958,United Kingdom,jockey,1939,71
2959,United States,researcher,1849,42
2960,United Kingdom,physician,1918,86
2961,Brazil,politician,1958,52
2962,United States,artist,1948,56
2963,Poland,athlete,1892,48
2964,United States,artist,1933,72
2965,United States,artist,1929,78
2966,Argentina,laborer,1891,65
2967,France,astronomer,1864,46
2968,United States,artist,1944,58
2969,United States,judge,1943,70
2970,Italy,teacher,1947,49
2971,United States,journalist,1926,89
2972,United States,artist,1933,75
2973,United States,businessperson,1925,71
2974,United Kingdom,artist,1908,67
2975,United States,athlete,1924,49
2976,Netherlands,intelligence officer,1906,33
2977,Zambia,athlete,1959,34
2978,Austria,artist,1931,79
2979,France,artist,1942,70
2980,United States,artist,1908,96
2981,United States,politician,1844,67
2982,United Kingdom,politician,1905,91
2983,United States,dermatologist,1922,84
2984,United States,artist,1934,59
2985,France,athlete,1947,71
2986,Canada,artist,1825,43
2987,United States,artist,1938,67
2988,Switzerland,researcher,1907,85
2989,Italy,researcher,1907,85
2990,United States,athlete,1929,45
2991,Canada,artist,1971,48
2992,United States,athlete,1934,35
2993,Canada,artist,1946,58
2994,Cyprus,politician,1940,79
2995,Japan,politician,1907,94
2996,Norway,artist,1957,48
2997,United States,artist,1923,56
2998,United States,model agent,1942,71
2999,Spain,model agent,1942,71
3000,United States,artist,1917,82
3001,United States,artist,1920,84
3002,United Kingdom,guitarist,1943,67
3003,United States,artist,1949,69
3004,Ireland,artist,1915,97
3005,United States,athlete,1887,48
3006,United States,athlete,1922,73
3007,Australia,journalist,1926,84
3008,United States,politician,1931,78
3009,Cyprus,politician,1934,74
3010,China,businessperson,1919,94
3011,United States,feminist,1946,59
3012,Japan,artist,1933,78
3013,Poland,artist,1902,64
3014,Netherlands,athlete,1941,76
3015,Cuba,religious figure,1915,88
3016,United States,professional wrestler,1951,61
3016,United States,amateur wrestler,1951,61
3017,France,artist,1975,24
3018,United States,military personnel,1869,64
3019,United Kingdom,artist,1908,56
3020,Netherlands,politician,1953,61
3021,Canada,artist,1930,73
3022,United States,artist,1856,62
3023,Italy,artist,1952,52
3024,Honduras,politician,1941,73
3025,United States,researcher,1906,58
3026,Venezuela,athlete,1949,64
3027,China,politician,150,49
3028,United States,artist,1969,49
3029,United States,artist,1892,67
3030,Saudi Arabia,civil servant,1919,78
3031,Australia,engineer,1875,59
3032,Brazil,athlete,1983,25
3033,United Kingdom,artist,1941,61
3034,Australia,athlete,1955,59
3035,United States,artist,1915,95
3036,United Kingdom,researcher,1855,90
3037,United States,pharmacist,1961,55
3038,United Kingdom,artist,1936,62
3039,United States,artist,1925,39
3040,Hungary,researcher,1877,56
3041,Italy,athlete,1926,23
3042,United Kingdom,motorcycle racer,1940,41
3042,United Kingdom,formula one driver,1940,41
3043,United States,researcher,1928,79
3044,Turkey,politician,1900,75
3045,Japan,artist,1879,36
3046,Poland,artist,1881,49
3047,United States,artist,1924,81
3048,Australia,politician,1935,79
3049,Netherlands,artist,1943,63
3050,Austria,politician,1916,27
3051,Greece,artist,1884,67
3052,Australia,artist,1967,41
3053,Canada,athlete,1918,86
3054,United States,athlete,1959,43
3055,United States,manager,1947,62
3056,United States,artist,1918,78
3057,United States,artist,1931,72
3058,Algeria,artist,1913,49
3059,France,artist,1840,57
3060,United States,journalist,1766,63
3061,United States,cinematographer,1884,61
3062,United States,artist,1925,70
3063,United Kingdom,athlete,1986,24
3064,Spain,politician,1899,46
3065,United States,researcher,1872,66
3066,United States,artist,1933,73
3067,United States,artist,1905,97
3068,United States,serial killer,1960,53
3069,United States,privateer,1820,40
3069,United States,pirate,1820,40
3070,Germany,mason,1944,18
3071,South Africa,athlete,1885,28
3072,United States,artist,1927,81
3073,United Kingdom,politician,1861,75
3074,United States,journalist,1890,82
3075,United States,artist,1900,57
3076,United States,athlete,1944,74
3077,United Kingdom,architect,1753,78
3078,Ukraine,athlete,1953,47
3079,United States,artist,1908,70
3080,China,politician,-165,17
3081,France,artist,1912,80
3082,France,athlete,1919,31
3083,United States,artist,1925,56
3084,United States,artist,1931,52
3085,United States,artist,1893,40
3086,United Kingdom,teacher,1909,78
3087,United Kingdom,artist,1910,73
3088,Belgium,athlete,1974,35
3089,Japan,astronomer,1952,39
3090,China,artist,1912,22
3091,United States,banjoist,1901,64
3092,United States,athlete,1933,86
3093,United States,politician,1927,78
3094,United States,lawyer,1895,55
3095,Ireland,religious figure,1932,27
3096,Netherlands,politician,1840,39
3097,United States,weightlifter,1942,64
3098,United States,artist,1910,73
3099,Belgium,artist,1933,60
3100,United States,architect,1910,51
3101,Finland,architect,1910,51
3102,United Kingdom,artist,1894,35
3103,United Kingdom,artist,1975,25
3104,United States,lawyer,1852,58
3105,United States,artist,1948,56
3106,United States,athlete,1918,69
3107,United States,artist,1958,47
3108,Japan,artist,1910,87
3109,France,playwright,1959,41
3110,Germany,military personnel,1921,24
3111,Austria,military personnel,1921,24
3112,United States,politician,1945,72
3113,Brazil,researcher,1880,38
3114,France,politician,1751,42
3115,China,engineer,1937,81
3116,United States,artist,1926,39
3117,Australia,artist,1958,60
3118,United States,businessperson,1952,65
3119,China,politician,1874,44
3120,China,politician,1874,44
3121,Brazil,artist,1931,79
3122,Russian Federation,artist,1970,39
3123,Iceland,politician,1908,62
3124,France,navigator,1931,67
3124,France,officer of the french navy,1931,67
3125,United States,artist,1913,71
3126,France,artist,1915,82
3127,France,researcher,1895,74
3128,Bolivia,artist,1927,77
3129,United Kingdom,artist,1919,77
3130,Austria,athlete,1982,26
3131,Austria,artist,1842,56
3132,Spain,religious figure,1607,41
3133,United States,artist,1946,63
3134,United States,researcher,1928,78
3135,United States,psychologist,1864,71
3136,United Kingdom,artist,1884,65
3137,United States,investor,1907,92
3138,United States,worker,1939,24
3138,United States,spree killer,1939,24
3139,United States,artist,1933,76
3140,Philippines,judge,1948,68
3141,Spain,military personnel,1519,55
3142,Cuba,military personnel,1519,55
3143,Canada,artist,1970,39
3144,United States,artist,1923,58
3145,United States,engineer,1829,60
3146,United States,playboy playmate,1931,75
3146,United States,beauty pageant contestant,1931,75
3147,United States,researcher,1873,39
3148,Belgium,artist,1945,55
3149,United Kingdom,astrologer,1957,59
3150,United States,artist,1891,82
3151,United States,lawyer,1942,69
3152,Australia,professional wrestler,1925,67
3152,Australia,amateur wrestler,1925,67
3153,France,religious figure,1885,28
3154,Netherlands,journalist,1880,47
3155,Japan,politician,1901,88
3156,United States,artist,1903,59
3157,United Kingdom,banker,1947,65
3157,United Kingdom,statistician,1947,65
3158,Mexico,engineer,1883,24
3159,Venezuela,artist,1952,55
3160,Canada,freestyle skier,1983,29
3161,United States,artist,1939,71
3162,Philippines,politician,1947,66
3163,United States,artist,1923,88
3164,Canada,politician,1937,65
3165,Germany,artist,1923,57
3166,China,artist,1955,63
3167,Argentina,artist,1926,72
3168,Canada,athlete,1890,34
3169,Spain,artist,1931,34
3170,Argentina,artist,1931,34
3171,United States,waiter,1968,26
3172,France,artist,1920,89
3173,Germany,artist,1896,48
3174,Germany,researcher,1863,65
3175,United Kingdom,businessperson,1791,92
3176,United States,politician,1941,71
3177,Germany,researcher,1890,53
3178,Norway,artist,1914,56
3179,United States,concertmaster,1926,88
3179,United States,violinist,1926,88
3180,United States,criminal,1850,27
3181,Mexico,athlete,1959,51
3182,United States,artist,1914,97
3183,United States,politician,1806,48
3184,United States,artist,1938,64
3185,Australia,artist,1907,92
3186,United States,athlete,1918,92
3187,United States,artist,1945,55
3188,Hungary,artist,1901,37
3189,Austria,artist,1901,37
3190,United Kingdom,artist,1957,22
3191,United Kingdom,artist,1957,22
3192,Switzerland,artist,1900,39
3193,United States,artist,1930,85
3194,Poland,politician,1898,44
3195,United States,artist,1947,39
3196,Japan,artist,1903,68
3197,Japan,artist,1903,68
3198,Hungary,politician,1925,86
3199,United Kingdom,athlete,1890,38
3200,United States,journalist,1844,34
3201,United States,military personnel,1824,77
3202,France,politician,1754,41
3203,France,artist,1931,70
3204,United States,artist,1835,40
3205,United States,pianist,1917,92
3205,United States,music pedagogue,1917,92
3206,United Kingdom,politician,1862,76
3207,United States,politician,1929,72
3208,United States,artist,1873,53
3209,United States,artist,1910,62
3210,France,military personnel,1919,48
3211,Germany,psychiatrist,1878,55
3212,Italy,athlete,1942,77
3213,Japan,athlete,1949,33
3214,Germany,politician,1888,59
3215,Egypt,artist,1906,43
3216,United Kingdom,artist,1783,69
3217,Japan,rikishi,1965,32
3218,United Kingdom,physician,1846,37
3219,United States,politician,1827,63
3220,Georgia,politician,1891,55
3221,Germany,religious figure,1489,36
3222,United States,researcher,1932,74
3223,Australia,politician,1942,77
3224,Sudan,politician,1945,60
3225,United Kingdom,athlete,1947,47
3226,United Kingdom,athlete,1971,36
3227,Egypt,politician,1918,63
3228,Canada,athlete,1893,47
3229,Spain,salonnière,1762,40
3229,Spain,model,1762,40
3230,Germany,revolutionary,1929,22
3231,United States,athlete,1910,90
3232,United States,politician,1922,87
3233,United States,artist,1922,81
3234,United States,politician,1924,61
3235,Russian Federation,teacher,1940,67
3236,United States,professional wrestler,1961,41
3237,United States,politician,1892,83
3238,Spain,athlete,1983,36
3239,Poland,religious figure,1890,72
3240,Romania,artist,1926,81
3241,Russian Federation,artist,1968,41
3242,United States,politician,1846,68
3243,United States,artist,1908,76
3244,United States,artist,1936,78
3245,South Africa,artist,1924,62
3246,Netherlands,record producer,1932,57
3247,United States,artist,1899,36
3248,France,military personnel,1443,53
3249,United States,clown,1921,91
3250,United Kingdom,nurse,1897,68
3251,Ukraine,athlete,1959,40
3252,United States,athlete,1952,59
